P_10,dP_10,P_11,dP_11,P_12,dP_12,P_13,dP_13,P_21,dP_21,P_22,dP_22,P_23,dP_23,P_31,dP_31,P_32,dP_32,is_leak,leak_node,leak_area,hour
78.73845698243645,0.7963603224068834,79.59223706144402,-0.05741975660069443,83.15650754227876,-0.48796409481697367,83.67536904143945,0.3827568999744386,82.62135789847275,-0.20025573410214292,84.31626907633246,-0.3495444867204043,85.42467765085637,0.059116846835664205,81.70056670003152,0.5241652199338773,78.47623403837747,0.6510658084054057,0,Normal,0.0,18
89.14629526624644,-9.61147796140311,83.02518556211574,-3.490368257272408,80.52039394391117,2.148149503550613,80.35737804673256,3.700747894681328,77.52066552778182,4.900436636588793,79.15227306880344,4.814451520808618,81.02421301891688,4.459581478775149,60.95697489871835,21.267757021247043,0.0,79.12729984678288,1,32,0.00878678807982425,18
83.9322664254396,-5.57599650831105,78.44941791961755,-0.09314800248900212,76.90478918864727,4.6811290232741385,76.68334358084616,6.141751911008328,75.61056257769275,5.451042369758454,73.64264608893095,8.988775161674454,75.19323295020406,8.947504102931688,74.16599568440758,6.479511785014651,68.79049461488728,8.702269209538429,1,22,0.0027783681909775942,20
88.63978541199363,4.853035259592204,84.61969831759016,3.56632721310838,84.627252053947,2.7830526645232823,85.20551519875615,3.0850441889687517,84.15840798552502,2.9352878417671917,85.46582623692562,2.736637222327502,86.47315293619054,3.11387620655411,82.42354876285984,3.039851815355604,79.29591081739075,2.5871016200245407,1,10,0.0008707825698512992,11
58.479894764014176,35.012925907571656,49.03153971696133,39.15448581373721,43.76261264703622,43.647692071434065,43.985000195205636,44.30555919251926,44.63959381881351,42.4541020084787,45.18842363383227,43.01403982542085,46.022554433059945,43.56447470968471,42.80356792489197,42.65983265332347,38.65996535927444,43.22304707814085,1,12,0.0034172986641496737,11
25.59159197240309,67.90122869918274,22.651953618138258,65.53407191256028,24.470084150264334,62.94022056820595,24.803680843577535,63.48687854414736,23.22361075999297,63.87008506729924,25.774631229365294,62.42783222988783,26.220362382519056,63.3666667602256,21.569168762572513,63.894231815642925,18.611473556200135,63.27153888121515,1,10,0.005836911836667343,11
82.68179373713133,5.191985494111918,76.5066219986828,5.287711550925181,77.5127211472573,2.162146104722652,78.05967274392523,2.9681344671126624,76.81041132338714,3.9176349008669717,78.42531521187331,2.7179336705762864,79.5140542409489,3.0341828355338976,76.5107418120646,3.2352938005950307,71.73171513503024,4.401143321611926,1,11,0.0024559838627347757,23
87.62129804398131,4.66019307884568,80.91475891015287,5.892652451906855,80.988714144353,5.210833575131829,81.253098823459,5.523160490311426,74.36524454161342,10.913814580875297,76.76197110651059,9.764556753802722,79.16499316596632,8.72628844604641,53.25723900451507,29.9142587370645,0.8510641094222215,78.64083008890464,1,32,0.00898868488681181,8
86.29738820209268,5.623082386355193,83.93642110015833,2.4601922830304943,85.0774627606744,0.9911145111158248,85.15612887735023,1.1273061668921969,83.22921042821315,1.2189183694386543,84.81879181483878,0.99870645329095,85.39656120645078,1.7659923989227622,80.23290279540947,1.560447920676495,76.52091779035541,1.4689636009122466,1,10,0.0010252291429204137,6
88.0701982429672,3.574396060815559,81.59963769988822,4.483085792603603,84.94745148980864,0.4491635380579311,72.9180485572366,13.060638886373454,52.92765473196563,31.575401663709712,41.49517745800669,44.24177998702114,44.7312033443543,42.36904164812398,47.59287366042442,34.79961470351007,36.86883703773472,41.84036335381447,1,22,0.011979265047071985,4
49.351686282588624,30.183131022254706,38.87191185352529,40.66290545131804,42.13681041755444,40.53173302990734,43.7831957417575,40.27493019965639,41.21859448727161,41.202507677099,43.630540469891194,40.33618411972086,44.75859409113705,40.72520040655498,41.517595447404986,40.70713647256041,38.394890138979065,40.73240970780381,1,11,0.006597449934523043,18
83.09933650165507,-5.548641163675626,83.24835303318858,-5.697657695209131,85.86202474525535,-5.081681112485711,86.15084523517521,-4.131324322468231,84.16470590242955,-3.908675534122267,85.26604721457814,-3.440200543117342,87.72598958733447,-4.390827113343093,83.83601182758005,-3.996078937295607,80.47071284870042,-3.783523603410842,1,22,0.0010417474900086062,21
56.78819768150648,31.085581549736766,46.4041061892058,35.390227360402186,41.124944928470406,38.54992232350954,40.10384610250696,40.92396110853094,37.873803960730775,42.85424226352334,34.921786541466446,46.22146234098315,36.804514378055714,45.74372269842708,36.42678806117308,43.31924755148655,29.82106581779892,46.311792638843244,1,22,0.005381301941319052,23
41.090418920201316,40.88601805061866,27.57314586707961,54.403291103740365,23.81780013956252,61.51610522553857,24.01850505722212,62.35415649929541,6.377506767297875,78.06314214963918,19.087567785573633,66.9551366751736,20.541436902126907,67.00025076772324,5.8777023822319485,77.85405339059642,5.8318050962828405,74.6735020998317,1,21,0.009452048175856058,15
91.55811389149117,0.3573231704384199,85.67242546089636,0.7184606281078914,85.48995054228803,0.24810525559834673,85.33421674725271,0.9836376988849196,82.01591415944321,2.8171230025299963,84.10238455028133,1.970348726336681,85.36407990846722,2.072564021995035,79.7018720764096,3.021881422429985,76.2146915207833,2.8273488153265873,1,21,0.000905032140109993,5
34.7290122254635,57.80823593873142,22.137193029458672,64.9612609910559,14.781954879685811,71.74004597579871,0.017883494599730907,87.07866246637958,14.735596543652239,70.85512008053686,13.486832273104305,73.35674253598381,11.566253174938238,76.6426650947795,11.952254965209983,71.53209423620399,7.449748020969176,72.3564586788125,1,13,0.008947442522636172,9
90.52604883885292,-6.305330544043244,85.3014833797424,-1.0807650849327217,83.49736752326284,4.239185729832045,85.28369368109243,3.243297920902691,84.36683095573063,2.0193524241188214,85.69344730024119,2.3347353531794397,87.02591350357847,2.4884505254848364,83.36988407493195,1.9446378956397155,79.06994910486057,2.9268053048751597,1,12,0.0010002514174572224,13
37.056659378878244,43.984859135461754,35.889370637243125,45.15214787709687,39.553900508395216,44.71726630074674,40.106820178476774,45.403523910584106,38.4149028347395,45.33195070990616,39.92518151929378,45.39148832850835,41.553231323232716,45.272754327099086,38.26117810649234,45.0695779601036,34.82410197958738,45.353910442006864,1,10,0.0069107533597948835,16
75.75536737424662,12.11841185699663,76.9597032468689,4.834630302739086,82.89075812105094,-3.2158908690709893,83.15122103465654,-2.123413823618648,80.68854529269663,0.03950093155748391,81.62073222410845,-0.47748334165885353,84.12491405251086,-1.5766769760280681,79.55042023828462,0.1956153743750093,76.64513695786928,-0.5122785012271152,1,10,0.0011556608792644592,23
55.6301139655496,32.24366526569365,45.28161847150384,36.512715078104144,43.538175441310194,36.13669181066975,42.54828951515534,38.479517695882556,28.692377874158247,52.03566835009587,38.5850777468708,42.558171135578796,40.211289944968335,42.33694713151446,29.44754224396396,50.29849336869567,27.661313919034704,48.471544537607464,1,21,0.005866538054654678,23
91.02036851450076,2.4724521570850726,86.70439209163855,1.4816334390599906,85.69297220764149,1.717332510828797,86.51189043370454,1.778668954020361,84.74146250209348,2.352233325198725,86.40198386482201,1.8004795944311098,87.17242039378112,2.4146087489635306,84.18442927371169,1.2789713045037558,80.7334864721287,1.1495259652865855,0,Normal,0.0,11
17.32432686000335,75.71943481839757,14.755295155307769,72.91960786321282,16.873482199775577,69.96904635830278,17.38922245349449,70.33687147124533,14.242098103806061,72.30381534695758,16.45466723745282,71.18802813709318,17.624242231355147,71.40200192938892,13.6303945021968,71.28254390413406,10.258665289801424,71.0704684567352,1,10,0.00808320359285638,10
85.85083377194219,2.022945459301056,80.09948912266739,1.6948444269405911,78.11460242990968,1.5602648220702662,79.73132160384408,1.2964856071938158,79.24586329920706,1.4821829250470557,79.85217566774811,1.291073214701484,81.3934259656028,1.15481111087999,78.20502898299607,1.5410066296635563,74.20006854969671,1.9327899069454588,0,Normal,0.0,23
81.07101090266909,-2.0732433172666163,74.65456875036683,4.343198835035636,77.26887220182867,4.862621526191404,78.87511764172228,4.645958580251261,76.81377466425656,5.070277780674786,77.41754837364421,6.01212649652841,80.28753431291419,4.659210465338518,76.65102924901319,5.036652951514924,73.9892222428684,4.601027884477716,1,11,0.0028367668134549042,19
26.50476980746643,65.77672131536056,13.847435682851975,72.95997567920774,4.254808057275821,81.944739662209,6.0802075656668375,80.69605174810359,5.5361407432546805,79.74291837923404,5.988020755363883,80.53850710494943,6.595603129380838,81.2956784826319,3.796514823297842,79.37498291828173,1.092981081551308,78.39891311677556,1,12,0.008690679096917389,8
93.02963854007561,-16.423698763647167,85.78344117760385,-9.177501401175405,85.40888141031925,-5.445473239640506,86.27302455567391,-5.270860193530467,82.34424186759271,-3.2740901449891027,84.38426239063071,-3.7120551242246336,85.00470631865699,-2.8335158431455625,69.36688399160131,8.994374586964156,23.399768504138578,51.73504149773085,1,32,0.0032234882201120124,22
84.91742262970195,8.12633904869898,77.70939464525611,9.96550837326447,75.62656249053637,11.215966067541984,76.70127193606848,11.024821988671334,75.66503509679299,10.880878353970644,77.10568290835835,10.537012466187662,77.8588647899021,11.167379370841957,74.18897312902723,10.72396527730362,70.60150278822047,10.727630958316155,1,12,0.003359978208572489,10
86.03345049467511,6.248040628151884,80.83488989922638,5.972521462833342,80.5623887841422,5.637158935342626,79.11516114973698,7.661098164033447,73.43916796373443,11.839891158754284,73.23561981287111,13.290908047442201,75.15037824325015,12.740903368762588,71.02153993946024,12.149957802119332,66.91589622480575,12.575997973521112,1,22,0.0027833994713388523,8
93.15193764819182,-1.236500586262224,86.60703508727063,-0.21614899826637668,85.63690698677004,0.10114881111633167,86.88839267771023,-0.5705382315725984,85.28259121376844,-0.4495540517952321,86.35474716834396,-0.2820138917259527,88.3748229110533,-0.9381789805910472,83.04748676746901,-0.3237332686294252,80.0294939391251,-0.9874536030152115,0,Normal,0.0,5
95.54974801199684,-2.0569273404110078,90.4425220752534,-2.2564965445548495,89.34495715314539,-1.934652434675101,90.20981748946691,-1.9192581017420167,89.3358572954879,-2.2421614681956896,89.69266246968229,-1.4901990104291656,91.5990475512866,-2.012018408541948,87.16719230726741,-1.7037917290519715,84.07402432156915,-2.191011884153866,0,Normal,0.0,11
47.48530138661876,45.55846029178217,35.447176636925285,52.227726381595296,30.609017900919376,56.23351065715898,28.79310834074192,58.93298558399789,27.065695091586274,59.48021835917736,24.497257443818263,63.145437930727745,26.0183723088928,63.007871851851256,23.790363014620254,61.1225753917106,18.892366970180024,62.436766776356606,1,22,0.006770924058858046,10
94.97499690006086,-1.4821762284750264,90.16341855368937,-1.9773930229908245,88.87425114204622,-1.4639464235759334,90.29319626775236,-2.0026368800274668,88.76737043495059,-1.6736746076583842,89.91945859015411,-1.7169951309009832,91.89269666134145,-2.305667518596792,87.57634710043399,-2.11294652221855,83.02917053659397,-1.1461580991786775,0,Normal,0.0,11
16.590360222769228,75.69113090005777,12.807904112474558,73.99950724958516,13.635237186400987,72.56431053308384,14.032077521786576,72.74418179198385,11.909412602004982,73.36964652048374,13.291613374903852,73.23491448540946,15.097884875411102,72.79339673660164,9.25631802833228,73.91517971324728,5.900704833814198,73.59118936451266,1,10,0.007833013167504897,8
79.24358030223073,-2.637640525802283,78.24814801922594,-1.6422082427974942,83.22604193978835,-3.2626337691095983,84.47914279446137,-3.476978432317921,81.67169206769515,-2.6015403450915358,84.10868626945691,-3.4364790030508345,85.50504438827213,-3.333853912760702,81.34043299324794,-2.9791744146824755,77.9474108063422,-2.8126008044727797,1,11,0.0008179941224487516,22
90.68938288726794,0.955211416514814,84.90359298909722,1.1791305033946031,84.63959483443399,0.7570201934325809,85.07458738643963,0.9041000571704245,84.42144926530246,0.08160713037288758,85.11550529093995,0.6214521540878764,86.0408273281439,1.0594176643343758,81.3152384007228,1.0772499632116848,77.82566722246784,0.8835331690813462,0,Normal,0.0,4
